Rank,Block_name,Suspiciousness Value(Dstar4)
1,merge.cpp_channels_323,2147483647
1,merge.cpp_CV_MAKETYPE_CV_32F_channels_324,2147483647
1,merge.cpp_depth_321,2147483647
1,merge.cpp_CV_Assert_images_depth_CV_8U_321,2147483647
1,merge.cpp_checkImageDimensions_images_320,2147483647
1,merge.cpp_total_319,2147483647
1,merge.cpp_CV_Assert_images_size_times_total_319,2147483647
1,merge.cpp_getMat_317,2147483647
1,merge.cpp_getMatVector_images_316,2147483647
1,merge.cpp_CV_INSTRUMENT_REGION_313,2147483647
1,hdr_common.cpp_all_static_cast_float_i_106,2147483647
1,hdr_common.cpp_CV_MAKETYPE_CV_32F_channels_104,2147483647
1,hdr_common.cpp_Mat_LDR_SIZE_CV_MAKETYPE_CV_32F_channels_104,2147483647
1,hdr_common.cpp_all_value_85,2147483647
1,hdr_common.cpp_weight_LDR_SIZE_CV_32FC3_75,2147483647
1,merge.cpp_getMat_327,2147483647
1,merge.cpp_getMat_329,2147483647
1,merge.cpp_empty_330,2147483647
1,merge.cpp_CV_Assert_response_rows_LDR_SIZE_response_cols_334,2147483647
1,merge.cpp_zeros_images_size_CV_32FCC_337,2147483647
1,merge.cpp_zeros_images_size_CV_32FCC_338,2147483647
1,merge.cpp_LUT_images_i_weight_w_341,2147483647
1,merge.cpp_LUT_images_i_response_im_342,2147483647
1,merge.cpp_mul_im_344,2147483647
1,merge.cpp_mul_wsum_347,2147483647
1,merge.cpp_create_images_size_CV_32FCC_326,2147483647
2,test_hdr.cpp_push_back_val_71,5,33333333333333
2,test_hdr.cpp_ASSERT_FALSE_max_threshold_57,5,33333333333333
2,test_hdr.cpp_push_back_img_70,5,33333333333333
2,test_hdr.cpp_abs_img0_img1_56,5,33333333333333
2,test_hdr.cpp_c_str_63,5,33333333333333
2,test_hdr.cpp_empty_69,5,33333333333333
2,hdr_common.cpp_CV_Assert_images_empty_51,5,33333333333333
2,test_hdr.cpp_imread_path_name_68,5,33333333333333
2,test_hdr.cpp_is_open_64,5,33333333333333
2,test_hdr.cpp_ASSERT_TRUE_list_file_is_open_64,5,33333333333333
2,test_hdr.cpp_ASSERT_FALSE_img_empty_69,5,33333333333333
2,test_hdr.cpp_list_file_path_list_txt_c_str_63,5,33333333333333
2,hdr_common.cpp_CV_Assert_images_i_cols_width_images_i_rows_height_57,5,33333333333333
2,hdr_common.cpp_empty_51,5,33333333333333
2,test_hdr.cpp_close_73,5,33333333333333
2,test_hdr.cpp_minMaxLoc_abs_img0_img1_NULL_max_56,5,33333333333333
2,hdr_common.cpp_CV_Assert_images_i_type_type_58,5,33333333333333
3,merge.cpp_process_src_dst_times_Mat_354,1
3,merge.cpp_Mat_354,1
3,test_hdr.cpp_string_cvtest_TS_ptr_get_data_path_207,1
3,merge.cpp_linearResponse_channels_332,1
3,test_hdr.cpp_get_data_path_207,1
3,test_hdr.cpp_loadExposureSeq_test_path_exposures_images_times_211,1
3,test_hdr.cpp_createMergeRobertson_212,1
3,test_hdr.cpp_loadImage_test_path_merge_robertson_hdr_expected_214,1
3,test_hdr.cpp_process_images_result_times_215,1
3,test_hdr.cpp_checkEqual_expected_result_eps_MergeRobertson_222,1
3,test_hdr.cpp_TS_207,1
3,merge.cpp_CV_INSTRUMENT_REGION_352,1
3,calibrate.cpp_CV_INSTRUMENT_REGION_215,1
3,calibrate.cpp_CV_MAKETYPE_CV_32F_channels_226,1
3,calibrate.cpp_zeros_images_size_CV_32FCC_247,1
3,calibrate.cpp_createMergeRobertson_244,1
3,calibrate.cpp_total_236,1
3,calibrate.cpp_zeros_LDR_SIZE_CV_32FCC_233,1
3,calibrate.cpp_linearResponse_231,1
3,calibrate.cpp_getMat_230,1
3,calibrate.cpp_create_LDR_SIZE_CV_32FCC_229,1
3,calibrate.cpp_channels_225,1
