Rank,Block_name,Suspiciousness Value(Dstar4)
1,test_cloning.cpp_122,2147483647
1,seamless_cloning.cpp_66,2147483647
1,seamless_cloning_impl.cpp_405,2147483647
1,seamless_cloning.cpp_79,2147483647
1,seamless_cloning.cpp_77,2147483647
1,seamless_cloning.cpp_75,2147483647
1,seamless_cloning.cpp_72,2147483647
1,seamless_cloning.cpp_71,2147483647
1,seamless_cloning.cpp_70,2147483647
1,seamless_cloning.cpp_68,2147483647
1,seamless_cloning.cpp_67,2147483647
1,seamless_cloning.cpp_65,2147483647
1,seamless_cloning.cpp_81,2147483647
1,seamless_cloning.cpp_63,2147483647
1,seamless_cloning.cpp_62,2147483647
1,seamless_cloning_impl.cpp_390,2147483647
1,seamless_cloning_impl.cpp_389,2147483647
1,seamless_cloning_impl.cpp_384,2147483647
1,seamless_cloning_impl.cpp_382,2147483647
1,seamless_cloning_impl.cpp_380,2147483647
1,seamless_cloning.cpp_61,2147483647
1,seamless_cloning_impl.cpp_378,2147483647
1,seamless_cloning_impl.cpp_406,2147483647
1,seamless_cloning.cpp_82,2147483647
1,seamless_cloning_impl.cpp_374,2147483647
1,seamless_cloning.cpp_103,2147483647
1,seamless_cloning.cpp_121,2147483647
1,seamless_cloning.cpp_118,2147483647
1,seamless_cloning.cpp_117,2147483647
1,seamless_cloning.cpp_113,2147483647
1,seamless_cloning.cpp_112,2147483647
1,seamless_cloning.cpp_110,2147483647
1,seamless_cloning.cpp_109,2147483647
1,seamless_cloning.cpp_105,2147483647
1,seamless_cloning.cpp_104,2147483647
1,seamless_cloning.cpp_101,2147483647
1,seamless_cloning.cpp_83,2147483647
1,seamless_cloning.cpp_100,2147483647
1,seamless_cloning.cpp_98,2147483647
1,seamless_cloning.cpp_96,2147483647
1,seamless_cloning.cpp_95,2147483647
1,seamless_cloning.cpp_94,2147483647
1,seamless_cloning.cpp_93,2147483647
1,seamless_cloning.cpp_91,2147483647
1,seamless_cloning.cpp_90,2147483647
1,seamless_cloning.cpp_84,2147483647
1,seamless_cloning_impl.cpp_377,2147483647
1,seamless_cloning.cpp_89,2147483647
1,seamless_cloning_impl.cpp_372,2147483647
1,seamless_cloning.cpp_51,2147483647
1,test_cloning.cpp_94,2147483647
