Rank,Block_name,Suspiciousness Value(Ochiai)
1,test_mltests.cpp_TEST_134,1
2,nbayes.cpp_train_56,0.707106781186547
3,nbayes.cpp_NormalBayesClassifierImpl_51,0.577350269189626
3,nbayes.cpp_)_223,0.577350269189626
3,nbayes.cpp_predictProb_308,0.577350269189626
3,nbayes.cpp_create_458,0.577350269189626
4,inner_functions.cpp_train_70,0.5
5,data.cpp_getNormCatResponses_200,0.333333333333333
6,data.cpp_getNVars_150,0.301511344577764
7,data.cpp_getClassLabels_201,0.277350098112615
8,data.cpp_getVarIdx_161,0.258198889747161
8,data.cpp_getNAllVars_154,0.258198889747161
8,data.cpp_create_1041,0.258198889747161
9,data.cpp_getTrainSamples_848,0.229415733870562
10,data.cpp_preprocessCategorical_434,0.218217890235992
11,data.cpp_setData_242,0.185695338177052
11,data.cpp_TrainDataImpl_133,0.185695338177052
11,data.cpp_TrainDataImpl_128,0.185695338177052
11,data.cpp_clear_218,0.185695338177052
12,test_mltests.cpp_TEST_130,0.150755672288882
12,test_save_load.cpp_TEST_264,0.150755672288882
12,test_emknearestkmeans.cpp_TEST_704,0.150755672288882
12,test_emknearestkmeans.cpp_TEST_705,0.150755672288882
12,test_emknearestkmeans.cpp_TEST_706,0.150755672288882
12,test_emknearestkmeans.cpp_TEST_707,0.150755672288882
12,test_emknearestkmeans.cpp_TEST_708,0.150755672288882
12,test_lr.cpp_TEST_227,0.150755672288882
12,test_mltests.cpp_TEST_131,0.150755672288882
12,test_mltests.cpp_TEST_128,0.150755672288882
12,test_mltests.cpp_TEST_129,0.150755672288882
12,test_svmtrainauto.cpp_TEST_168,0.150755672288882
12,test_svmtrainauto.cpp_TEST_89,0.150755672288882
12,test_save_load.cpp_TEST_266,0.150755672288882
12,test_save_load.cpp_TEST_265,0.150755672288882
12,test_lr.cpp_TEST_228,0.150755672288882
12,test_save_load.cpp_TEST_263,0.150755672288882
12,test_save_load.cpp_TEST_156,0.150755672288882
12,test_save_load.cpp_TEST_151,0.150755672288882
12,test_save_load.cpp_TEST_152,0.150755672288882
12,test_save_load.cpp_TEST_153,0.150755672288882
12,test_save_load.cpp_TEST_154,0.150755672288882
12,test_save_load.cpp_TEST_155,0.150755672288882
12,test_save_load.cpp_TEST_262,0.150755672288882
12,test_save_load.cpp_TEST_157,0.150755672288882
12,test_save_load.cpp_TEST_158,0.150755672288882
12,test_save_load.cpp_TEST_159,0.150755672288882
12,test_save_load.cpp_TEST_260,0.150755672288882
12,test_save_load.cpp_TEST_261,0.150755672288882
13,test_lr.cpp_run_94,0
13,lr.cpp_calc_sigmoid_316,0
13,lr.cpp_read_614,0
13,lr.cpp_write_591,0
13,lr.cpp_getDefaultName_107,0
13,test_lr.cpp_if _100,0
13,lr.cpp_predict_227,0
13,lr.cpp_compute_gradient_415,0
13,lr.cpp_compute_cost_324,0
13,lr.cpp_)_396,0
13,test_lr.cpp_calculateError_66,0
13,lr.cpp_batch_gradient_descent_437,0
13,lr.cpp_set_label_map_534,0
13,lr.cpp_remap_labels_566,0
13,lr.cpp_if _142,0
13,lr.cpp_clear_584,0
13,test_svmsgd.cpp_TEST_284,0
13,lr.cpp_train_137,0
13,em.cpp_read_params_789,0
13,em.cpp_eStep_629,0
13,em.cpp_mStep_650,0
13,em.cpp_create_844,0
13,test_emknearestkmeans.cpp_runCase_395,0
13,test_emknearestkmeans.cpp_run_449,0
13,test_emknearestkmeans.cpp_run_450,0
13,em.cpp_write_params_762,0
13,em.cpp_write_772,0
13,em.cpp_write_774,0
13,em.cpp_read_800,0
13,lr.cpp_create_126,0
13,data.cpp_getVarType_162,0
13,test_emknearestkmeans.cpp_run_541,0
13,test_emknearestkmeans.cpp_FileStorage_566,0
13,data.cpp_if _657,0
13,test_emknearestkmeans.cpp_run_612,0
13,lr.cpp_LogisticRegressionImpl_88,0
13,lr.cpp_LogisticRegressionImpl_89,0
13,lr.cpp_get_learnt_thetas_103,0
13,lr.cpp_isTrained_105,0
13,test_lr.cpp_run_154,0
13,tree.cpp_TreeParams_52,0
13,data.cpp_getResponseType_164,0
13,tree.cpp_getActiveVars_234,0
13,tree.cpp_addNodeAndTrySplit_352,0
13,tree.cpp_findBestSplit_415,0
13,tree.cpp_calcValue_465,0
13,tree.cpp_findSplitOrdClass_640,0
13,tree.cpp_findSplitCatClass_809,0
13,tree.cpp_findSplitOrdReg_987,0
13,tree.cpp_findSplitCatReg_1048,0
13,tree.cpp_calcDir_1134,0
13,tree.cpp_predictTrees_1364,0
13,tree.cpp_predict_1496,0
13,tree.cpp_writeTrainingParams_1534,0
13,tree.cpp_writeParams_1551,0
13,tree.cpp_writeParams_1566,0
13,tree.cpp_writeSplit_1590,0
13,tree.cpp_writeSplit_1593,0
13,tree.cpp_writeNode_1628,0
13,tree.cpp_writeNode_1630,0
13,tree.cpp_writeTree_1651,0
13,tree.cpp_write_1684,0
13,tree.cpp_addTree_239,0
13,tree.cpp_train_225,0
13,data.cpp_getSampleWeights_170,0
13,tree.cpp_endTraining_220,0
13,data.cpp_getCatOfs_211,0
13,data.cpp_getCatMap_212,0
13,data.cpp_getDefaultSubstValues_214,0
13,data.cpp_getValues_888,0
13,data.cpp_getNormCatValues_918,0
13,precomp.hpp_setMaxCategories_133,0
13,precomp.hpp_setMaxDepth_139,0
13,precomp.hpp_setCVFolds_149,0
13,precomp.hpp_setRegressionAccuracy_164,0
13,precomp.hpp_getDefaultName_298,0
13,precomp.hpp_isClassifier_300,0
13,precomp.hpp_getVarCount_301,0
13,em.cpp_doTrain_477,0
13,tree.cpp_WorkData_100,0
13,tree.cpp__isClassifier_118,0
